t,B8,AI4,PI4,B6B9B3,AI3,TI3,B6B9B3_B38,AI3_2,PI3,B31B32,AI2,TI2,B7,A_hinge,T_hinge,B64,B44B48
35.4,0,0.00657100287927375,0.0358440145361663,0,0.00380957827843236,0.0198565625834501,0,0.0253339365264593,0.0681827227550432,1,0.958894050053164,0.824054427432841,0,0.00543413823534021,0.0304444188872795,0,1
35.42,0,0.00639025905871549,0.0350388229903215,0,0.00370479096583941,0.0194151697998804,0,0.0249806566915574,0.0675851996615134,1,0.961094857272798,0.831273723309458,0,0.00528466532775785,0.0297564791981152,0,1
35.44,0,0.00621448682761933,0.0342508076761236,0,0.00360288596201608,0.0189830357793888,0,0.024632303317319,0.0669910825218112,1,0.963177833559824,0.838224329955387,0,0.0051393038632661,0.0290833507250064,0,1
35.46,0,0.00604354943607202,0.033479632889313,0,0.00350378398538105,0.0185599851294616,0,0.0242888077046215,0.06640039253929,1,0.965149287567065,0.844914324304307,0,0.00499794075137545,0.028424739157042,0,1
35.48,0,0.00587731389564123,0.0327249683981232,0,0.00340740793509409,0.0181458451012388,0,0.0239501021123465,0.0658131496636197,1,0.967015190182891,0.851351688616369,0,0.00486046601229464,0.0277803551680098,0,1
35.5,0,0.00571565087591116,0.0319864893962173,0,0.003313682831072,0.0177404455767812,0,0.0236161197440203,0.0652293726216287,1,0.968781192615086,0.857544297463144,0,0.00472677269136692,0.0271499143648498,0,1
35.52,0,0.00555843460386419,0.0312638764540732,0,0.00322253575565442,0.017343619055038,0,0.023286794734641,0.0646490789475297,1,0.970452643506501,0.86349990637759,0,0.00459675677585989,0.0265331372351718,0,1
35.54,0,0.00540554276603004,0.0305568154689381,0,0.00313389579687435,0.0169552006365949,0,0.0229620621376893,0.0640722850125393,1,0.972034605134346,0.869226142028084,0,0.0044703171140441,0.0259297490939276,0,1
35.56,0,0.00525685641332655,0.0298649976134681,0,0.0030476939932889,0.0165750280072827,0,0.02264185791232,0.0634990060539046,1,0.973531868742166,0.874730493785833,0,0.0043473553364975,0.0253394800293243,0,1
35.58,0,0.00511225986851788,0.0291881192831633,0,0.00296386328032772,0.0162029414207179,0,0.0223261189107329,0.0629292562033456,1,0.974948969050949,0.880020306564639,0,0.00422777577957456,0.0247620648480611,0,1
35.6,0,0.00497164063621818,0.0285258820427031,0,0.00288233843811703,0.0158387836798483,0,0.0220147828657189,0.0623630485149254,1,0.976290197993311,0.885102774820946,0,0.00411148541098041,0.0241972430199666,0,1
35.62,0,0.00483488931537078,0.0278779925712819,0,0.00280305604073894,0.0154824001175719,0,0.0217077883783806,0.0618003949923573,1,0.977559617712352,0.889984937610449,0,0.00399839375739217,0.0236447586221121,0,1
35.64,0,0.00470189951413468,0.0272441626070418,0,0.00272595440688635,0.0151336385764915,0,0.0214050749060235,0.061241306615761,1,0.978761072864559,0.894673674605331,0,0.00388841283407119,0.0231043602824719,0,1
35.66,0,0.00457256776711228,0.0266241088906916,0,0.00265097355187526,0.0147923493878703,0,0.0211065827502164,0.0606857933678759,1,0.979898202264012,0.899175702983426,0,0.00378145707641134,0.0225758011231956,0,1
35.68,0,0.00444679345485375,0.0260175531084008,0,0.00257805514097696,0.014458385349846,0,0.0208122530450184,0.0601338642597427,1,0.980974449903155,0.903497575107375,0,0.00367744327337018,0.02205883870356,0,1
35.7,0,0.00432447872557569,0.0254242218340494,0,0.00250714244403388,0.0141316017049601,0,0.0205220277453694,0.0595855273558626,1,0.981993075383525,0.907645676918082,0,0.00357629050273121,0.021553234962657,0,1
35.72,0,0.00420552841903286,0.0248438464709138,0,0.00243818029132386,0.0138118561170574,0,0.0202358496156435,0.0590407897988441,1,0.982957163788017,0.911626226972646,0,0.00347792006814676,0.0210587561618793,0,1
35.74,0,0.00408984999248401,0.0242761631928621,0,0.00237111503063835,0.0134990086476067,0,0.0199536622183613,0.0584996578335461,1,0.983869635024587,0.915445276062367,0,0.00338225543791263,0.0205751728272543,0,1
